,timeframe,edges,,,timeframe,edges,,Row Labels,Count of edges,,,DEU_B_1 - MEX_B_1,70
514,2011-06-30 - 2014-05-15, - ,,,2011-06-30 - 2014-05-15, - ,,2014-05-01 - 2017-03-16,1,,,,
515,2011-07-07 - 2014-05-22, - ,,,2011-07-07 - 2014-05-22, - ,,2014-05-08 - 2017-03-23,1,,,,
516,2011-07-14 - 2014-05-29, - ,,,2011-07-14 - 2014-05-29, - ,,2014-05-15 - 2017-03-30,1,,,,
517,2011-07-21 - 2014-06-05, - ,,,2011-07-21 - 2014-06-05, - ,,2014-05-22 - 2017-04-06,1,,,,
518,2011-07-28 - 2014-06-12, - ,,,2011-07-28 - 2014-06-12, - ,,2014-05-29 - 2017-04-13,1,,,,
519,2011-08-04 - 2014-06-19, - ,,,2011-08-04 - 2014-06-19, - ,,2014-06-05 - 2017-04-20,1,,,,
520,2011-08-11 - 2014-06-26, - ,,,2011-08-11 - 2014-06-26, - ,,2014-06-12 - 2017-04-27,1,,,,
521,2011-08-18 - 2014-07-03, - ,,,2011-08-18 - 2014-07-03, - ,,2014-06-19 - 2017-05-04,1,,,,
522,2011-08-25 - 2014-07-10, - ,,,2011-08-25 - 2014-07-10, - ,,2014-06-26 - 2017-05-11,1,,,,
523,2011-09-01 - 2014-07-17, - ,,,2011-09-01 - 2014-07-17, - ,,2014-07-03 - 2017-05-18,1,,,,
524,2011-09-08 - 2014-07-24, - ,,,2011-09-08 - 2014-07-24, - ,,2014-07-10 - 2017-05-25,1,,,,
525,2011-09-15 - 2014-07-31, - ,,,2011-09-15 - 2014-07-31, - ,,2014-07-17 - 2017-06-01,1,,,,
526,2011-09-22 - 2014-08-07, - ,,,2011-09-22 - 2014-08-07, - ,,2014-07-24 - 2017-06-08,1,,,,
527,2011-09-29 - 2014-08-14, - ,,,2011-09-29 - 2014-08-14, - ,,2014-07-31 - 2017-06-15,1,,,,
528,2011-10-06 - 2014-08-21, - ,,,2011-10-06 - 2014-08-21, - ,,2014-08-07 - 2017-06-22,1,,,,
529,2011-10-13 - 2014-08-28, - ,,,2011-10-13 - 2014-08-28, - ,,2014-08-14 - 2017-06-29,1,,,,
530,2011-10-20 - 2014-09-04, - ,,,2011-10-20 - 2014-09-04, - ,,2014-08-21 - 2017-07-06,1,,,,
531,2011-10-27 - 2014-09-11, - ,,,2011-10-27 - 2014-09-11, - ,,2014-08-28 - 2017-07-13,1,,,,
532,2011-11-03 - 2014-09-18, - ,,,2011-11-03 - 2014-09-18, - ,,2014-09-04 - 2017-07-20,1,,,,
533,2011-11-10 - 2014-09-25, - ,,,2011-11-10 - 2014-09-25, - ,,2014-09-11 - 2017-07-27,1,,,,
534,2011-11-17 - 2014-10-02, - ,,,2011-11-17 - 2014-10-02, - ,,2014-09-18 - 2017-08-03,1,,,,
535,2011-11-24 - 2014-10-09, - ,,,2011-11-24 - 2014-10-09, - ,,2014-09-25 - 2017-08-10,1,,,,
536,2011-12-01 - 2014-10-16, - ,,,2011-12-01 - 2014-10-16, - ,,2014-10-02 - 2017-08-17,1,,,,
537,2011-12-08 - 2014-10-23, - ,,,2011-12-08 - 2014-10-23, - ,,2014-10-09 - 2017-08-24,1,,,,
538,2011-12-15 - 2014-10-30, - ,,,2011-12-15 - 2014-10-30, - ,,2014-10-16 - 2017-08-31,1,,,,
539,2011-12-22 - 2014-11-06, - ,,,2011-12-22 - 2014-11-06, - ,,2014-10-23 - 2017-09-07,1,,,,
540,2011-12-29 - 2014-11-13, - ,,,2011-12-29 - 2014-11-13, - ,,2014-10-30 - 2017-09-14,1,,,,
541,2012-01-05 - 2014-11-20, - ,,,2012-01-05 - 2014-11-20, - ,,2014-11-06 - 2017-09-21,1,,,,
542,2012-01-12 - 2014-11-27, - ,,,2012-01-12 - 2014-11-27, - ,,2014-11-13 - 2017-09-28,1,,,,
543,2012-01-19 - 2014-12-04, - ,,,2012-01-19 - 2014-12-04, - ,,2014-11-20 - 2017-10-05,1,,,,
544,2012-01-26 - 2014-12-11, - ,,,2012-01-26 - 2014-12-11, - ,,2014-11-27 - 2017-10-12,1,,,,
545,2012-02-02 - 2014-12-18, - ,,,2012-02-02 - 2014-12-18, - ,,2014-12-04 - 2017-10-19,1,,,,
546,2012-02-09 - 2014-12-25, - ,,,2012-02-09 - 2014-12-25, - ,,2014-12-11 - 2017-10-26,1,,,,
547,2012-02-16 - 2015-01-01, - ,,,2012-02-16 - 2015-01-01, - ,,2014-12-18 - 2017-11-02,1,,,,
548,2012-02-23 - 2015-01-08, - ,,,2012-02-23 - 2015-01-08, - ,,2014-12-25 - 2017-11-09,1,,,,
549,2012-03-01 - 2015-01-15, - ,,,2012-03-01 - 2015-01-15, - ,,2015-01-01 - 2017-11-16,1,,,,
550,2012-03-08 - 2015-01-22, - ,,,2012-03-08 - 2015-01-22, - ,,2015-01-08 - 2017-11-23,1,,,,
551,2012-03-15 - 2015-01-29, - ,,,2012-03-15 - 2015-01-29, - ,,2015-01-15 - 2017-11-30,1,,,,
552,2012-03-22 - 2015-02-05, - ,,,2012-03-22 - 2015-02-05, - ,,2015-01-22 - 2017-12-07,1,,,,
553,2012-03-29 - 2015-02-12, - ,,,2012-03-29 - 2015-02-12, - ,,2015-01-29 - 2017-12-14,1,,,,
554,2012-04-05 - 2015-02-19, - ,,,2012-04-05 - 2015-02-19, - ,,2015-02-05 - 2017-12-21,1,,,,
555,2012-04-12 - 2015-02-26, - ,,,2012-04-12 - 2015-02-26, - ,,2015-02-12 - 2017-12-28,1,,,,
556,2012-04-19 - 2015-03-05, - ,,,2012-04-19 - 2015-03-05, - ,,2015-02-19 - 2018-01-04,1,,,,
557,2012-04-26 - 2015-03-12, - ,,,2012-04-26 - 2015-03-12, - ,,2015-02-26 - 2018-01-11,1,,,,
558,2012-05-03 - 2015-03-19,FRA_B_1 - AUS_B_1,,,2012-05-03 - 2015-03-19,FRA_B_1 - AUS_B_1,,2015-03-05 - 2018-01-18,1,,,,
559,2012-05-10 - 2015-03-26,FRA_B_1 - AUS_B_1,,,2012-05-10 - 2015-03-26,FRA_B_1 - AUS_B_1,,2015-03-12 - 2018-01-25,1,,,,
560,2012-05-17 - 2015-04-02,FRA_B_1 - AUS_B_1,,,2012-05-17 - 2015-04-02,FRA_B_1 - AUS_B_1,,2015-03-19 - 2018-02-01,1,,,,
561,2012-05-24 - 2015-04-09,FRA_B_1 - AUS_B_1,,,2012-05-24 - 2015-04-09,FRA_B_1 - AUS_B_1,,2015-03-26 - 2018-02-08,1,,,,
562,2012-05-31 - 2015-04-16,FRA_B_1 - AUS_B_1,,,2012-05-31 - 2015-04-16,FRA_B_1 - AUS_B_1,,2015-04-02 - 2018-02-15,1,,,,
563,2012-06-07 - 2015-04-23,FRA_B_1 - AUS_B_1,,,2012-06-07 - 2015-04-23,FRA_B_1 - AUS_B_1,,2015-04-09 - 2018-02-22,1,,,,
564,2012-06-14 - 2015-04-30,FRA_B_1 - AUS_B_1,,,2012-06-14 - 2015-04-30,FRA_B_1 - AUS_B_1,,2015-04-16 - 2018-03-01,1,,,,
565,2012-06-21 - 2015-05-07, - ,,,2012-06-21 - 2015-05-07, - ,,2015-04-23 - 2018-03-08,1,,,,
566,2012-06-28 - 2015-05-14, - ,,,2012-06-28 - 2015-05-14, - ,,2015-04-30 - 2018-03-15,1,,,,
567,2012-07-05 - 2015-05-21, - ,,,2012-07-05 - 2015-05-21, - ,,2015-05-07 - 2018-03-22,1,,,,
568,2012-07-12 - 2015-05-28, - ,,,2012-07-12 - 2015-05-28, - ,,2015-05-14 - 2018-03-29,1,,,,
569,2012-07-19 - 2015-06-04, - ,,,2012-07-19 - 2015-06-04, - ,,2015-05-21 - 2018-04-05,1,,,,
570,2012-07-26 - 2015-06-11, - ,,,2012-07-26 - 2015-06-11, - ,,2015-05-28 - 2018-04-12,1,,,,
571,2012-08-02 - 2015-06-18, - ,,,2012-08-02 - 2015-06-18, - ,,2015-06-04 - 2018-04-19,1,,,,
572,2012-08-09 - 2015-06-25, - ,,,2012-08-09 - 2015-06-25, - ,,2015-06-11 - 2018-04-26,1,,,,
573,2012-08-16 - 2015-07-02, - ,,,2012-08-16 - 2015-07-02, - ,,2015-06-18 - 2018-05-03,1,,,,
574,2012-08-23 - 2015-07-09, - ,,,2012-08-23 - 2015-07-09, - ,,2015-06-25 - 2018-05-10,1,,,,
575,2012-08-30 - 2015-07-16, - ,,,2012-08-30 - 2015-07-16, - ,,2015-07-02 - 2018-05-17,1,,,,
576,2012-09-06 - 2015-07-23, - ,,,2012-09-06 - 2015-07-23, - ,,2015-07-09 - 2018-05-24,1,,,,
577,2012-09-13 - 2015-07-30, - ,,,2012-09-13 - 2015-07-30, - ,,2015-07-16 - 2018-05-31,1,,,,
578,2012-09-20 - 2015-08-06, - ,,,2012-09-20 - 2015-08-06, - ,,2015-07-23 - 2018-06-07,1,,,,
579,2012-09-27 - 2015-08-13, - ,,,2012-09-27 - 2015-08-13, - ,,2015-07-30 - 2018-06-14,1,,,,
580,2012-10-04 - 2015-08-20, - ,,,2012-10-04 - 2015-08-20, - ,,2015-08-06 - 2018-06-21,1,,,,
581,2012-10-11 - 2015-08-27, - ,,,2012-10-11 - 2015-08-27, - ,,2015-08-13 - 2018-06-28,1,,,,
582,2012-10-18 - 2015-09-03, - ,,,2012-10-18 - 2015-09-03, - ,,2015-08-20 - 2018-07-05,1,,,,
583,2012-10-25 - 2015-09-10, - ,,,2012-10-25 - 2015-09-10, - ,,2015-08-27 - 2018-07-12,1,,,,
584,2012-11-01 - 2015-09-17, - ,,,2012-11-01 - 2015-09-17, - ,,2015-09-03 - 2018-07-19,1,,,,
585,2012-11-08 - 2015-09-24, - ,,,2012-11-08 - 2015-09-24, - ,,2015-09-10 - 2018-07-26,1,,,,
586,2012-11-15 - 2015-10-01, - ,,,2012-11-15 - 2015-10-01, - ,,2015-09-17 - 2018-08-02,1,,,,
587,2012-11-22 - 2015-10-08, - ,,,2012-11-22 - 2015-10-08, - ,,2015-09-24 - 2018-08-09,1,,,,
588,2012-11-29 - 2015-10-15, - ,,,2012-11-29 - 2015-10-15, - ,,2015-10-01 - 2018-08-16,1,,,,
589,2012-12-06 - 2015-10-22, - ,,,2012-12-06 - 2015-10-22, - ,,2015-10-08 - 2018-08-23,1,,,,
590,2012-12-13 - 2015-10-29, - ,,,2012-12-13 - 2015-10-29, - ,,2015-10-15 - 2018-08-30,1,,,,
591,2012-12-20 - 2015-11-05, - ,,,2012-12-20 - 2015-11-05, - ,,2015-10-22 - 2018-09-06,1,,,,
592,2012-12-27 - 2015-11-12, - ,,,2012-12-27 - 2015-11-12, - ,,2015-10-29 - 2018-09-13,1,,,,
593,2013-01-03 - 2015-11-19, - ,,,2013-01-03 - 2015-11-19, - ,,2015-11-05 - 2018-09-20,1,,,,
594,2013-01-10 - 2015-11-26, - ,,,2013-01-10 - 2015-11-26, - ,,2015-11-12 - 2018-09-27,1,,,,
595,2013-01-17 - 2015-12-03, - ,,,2013-01-17 - 2015-12-03, - ,,2015-11-19 - 2018-10-04,1,,,,
596,2013-01-24 - 2015-12-10, - ,,,2013-01-24 - 2015-12-10, - ,,2015-11-26 - 2018-10-11,1,,,,
597,2013-01-31 - 2015-12-17, - ,,,2013-01-31 - 2015-12-17, - ,,2015-12-03 - 2018-10-18,1,,,,
598,2013-02-07 - 2015-12-24, - ,,,2013-02-07 - 2015-12-24, - ,,2015-12-10 - 2018-10-25,1,,,,
599,2013-02-14 - 2015-12-31, - ,,,2013-02-14 - 2015-12-31, - ,,2015-12-17 - 2018-11-01,1,,,,
600,2013-02-21 - 2016-01-07,JPN_B_1 - CHE_B_1,,,2013-02-21 - 2016-01-07,JPN_B_1 - CHE_B_1,,2015-12-24 - 2018-11-08,2,,,,
601,2013-02-28 - 2016-01-14,JPN_B_1 - CHE_B_1,,,2013-02-28 - 2016-01-14,JPN_B_1 - CHE_B_1,,2015-12-31 - 2018-11-15,1,,,,
602,2013-03-07 - 2016-01-21, - ,,,2013-03-07 - 2016-01-21, - ,,2016-01-07 - 2018-11-22,2,,,,
603,2013-03-14 - 2016-01-28, - ,,,2013-03-14 - 2016-01-28, - ,,2016-01-14 - 2018-11-29,2,,,,
604,2013-03-21 - 2016-02-04, - ,,,2013-03-21 - 2016-02-04, - ,,2016-01-21 - 2018-12-06,2,,,,
605,2013-03-28 - 2016-02-11, - ,,,2013-03-28 - 2016-02-11, - ,,2016-01-28 - 2018-12-13,1,,,,
606,2013-04-04 - 2016-02-18, - ,,,2013-04-04 - 2016-02-18, - ,,2016-02-04 - 2018-12-20,1,,,,
607,2013-04-11 - 2016-02-25, - ,,,2013-04-11 - 2016-02-25, - ,,2016-02-11 - 2018-12-27,1,,,,
608,2013-04-18 - 2016-03-03, - ,,,2013-04-18 - 2016-03-03, - ,,2016-02-18 - 2019-01-03,1,,,,
609,2013-04-25 - 2016-03-10, - ,,,2013-04-25 - 2016-03-10, - ,,2016-02-25 - 2019-01-10,1,,,,
610,2013-05-02 - 2016-03-17, - ,,,2013-05-02 - 2016-03-17, - ,,2016-03-03 - 2019-01-17,1,,,,
611,2013-05-09 - 2016-03-24, - ,,,2013-05-09 - 2016-03-24, - ,,2016-03-10 - 2019-01-24,1,,,,
612,2013-05-16 - 2016-03-31, - ,,,2013-05-16 - 2016-03-31, - ,,2016-03-17 - 2019-01-31,1,,,,
613,2013-05-23 - 2016-04-07, - ,,,2013-05-23 - 2016-04-07, - ,,2016-03-24 - 2019-02-07,1,,,,
614,2013-05-30 - 2016-04-14, - ,,,2013-05-30 - 2016-04-14, - ,,2016-03-31 - 2019-02-14,1,,,,
615,2013-06-06 - 2016-04-21, - ,,,2013-06-06 - 2016-04-21, - ,,2016-04-07 - 2019-02-21,1,,,,
616,2013-06-13 - 2016-04-28, - ,,,2013-06-13 - 2016-04-28, - ,,2016-04-14 - 2019-02-28,1,,,,
617,2013-06-20 - 2016-05-05, - ,,,2013-06-20 - 2016-05-05, - ,,2016-04-21 - 2019-03-07,1,,,,
618,2013-06-27 - 2016-05-12, - ,,,2013-06-27 - 2016-05-12, - ,,2016-04-28 - 2019-03-14,1,,,,
619,2013-07-04 - 2016-05-19, - ,,,2013-07-04 - 2016-05-19, - ,,2016-05-05 - 2019-03-21,1,,,,
620,2013-07-11 - 2016-05-26, - ,,,2013-07-11 - 2016-05-26, - ,,2016-05-12 - 2019-03-28,1,,,,
621,2013-07-18 - 2016-06-02, - ,,,2013-07-18 - 2016-06-02, - ,,2016-05-19 - 2019-04-04,1,,,,
622,2013-07-25 - 2016-06-09, - ,,,2013-07-25 - 2016-06-09, - ,,2016-05-26 - 2019-04-11,1,,,,
623,2013-08-01 - 2016-06-16, - ,,,2013-08-01 - 2016-06-16, - ,,2016-06-02 - 2019-04-18,1,,,,
624,2013-08-08 - 2016-06-23, - ,,,2013-08-08 - 2016-06-23, - ,,2016-06-09 - 2019-04-25,1,,,,
625,2013-08-15 - 2016-06-30, - ,,,2013-08-15 - 2016-06-30, - ,,2016-06-16 - 2019-05-02,1,,,,
626,2013-08-22 - 2016-07-07,JPN_B_1 - MEX_B_1,,,2013-08-22 - 2016-07-07,JPN_B_1 - MEX_B_1,,2016-06-23 - 2019-05-09,1,,,,
627,2013-08-29 - 2016-07-14,JPN_B_1 - MEX_B_1,,,2013-08-29 - 2016-07-14,JPN_B_1 - MEX_B_1,,2016-06-30 - 2019-05-16,1,,,,
628,2013-09-05 - 2016-07-21,JPN_B_1 - MEX_B_1,,,2013-09-05 - 2016-07-21,JPN_B_1 - MEX_B_1,,2016-07-07 - 2019-05-23,1,,,,
629,2013-09-12 - 2016-07-28,JPN_B_1 - MEX_B_1,,,2013-09-12 - 2016-07-28,JPN_B_1 - MEX_B_1,,2016-07-14 - 2019-05-30,1,,,,
630,2013-09-19 - 2016-08-04, - ,,,2013-09-19 - 2016-08-04, - ,,2016-07-21 - 2019-06-06,1,,,,
631,2013-09-26 - 2016-08-11, - ,,,2013-09-26 - 2016-08-11, - ,,2016-07-28 - 2019-06-13,1,,,,
632,2013-10-03 - 2016-08-18, - ,,,2013-10-03 - 2016-08-18, - ,,2016-08-04 - 2019-06-20,2,,,,
633,2013-10-10 - 2016-08-25, - ,,,2013-10-10 - 2016-08-25, - ,,2016-08-11 - 2019-06-27,1,,,,
634,2013-10-17 - 2016-09-01, - ,,,2013-10-17 - 2016-09-01, - ,,2016-08-18 - 2019-07-04,1,,,,
635,2013-10-24 - 2016-09-08, - ,,,2013-10-24 - 2016-09-08, - ,,2016-08-25 - 2019-07-11,1,,,,
636,2013-10-31 - 2016-09-15, - ,,,2013-10-31 - 2016-09-15, - ,,2016-09-01 - 2019-07-18,2,,,,
637,2013-11-07 - 2016-09-22, - ,,,2013-11-07 - 2016-09-22, - ,,2016-09-08 - 2019-07-25,1,,,,
638,2013-11-14 - 2016-09-29, - ,,,2013-11-14 - 2016-09-29, - ,,2016-09-15 - 2019-08-01,1,,,,
639,2013-11-21 - 2016-10-06, - ,,,2013-11-21 - 2016-10-06, - ,,2016-09-22 - 2019-08-08,2,,,,
640,2013-11-28 - 2016-10-13, - ,,,2013-11-28 - 2016-10-13, - ,,2016-09-29 - 2019-08-15,1,,,,
641,2013-12-05 - 2016-10-20, - ,,,2013-12-05 - 2016-10-20, - ,,2016-10-06 - 2019-08-22,1,,,,
642,2013-12-12 - 2016-10-27, - ,,,2013-12-12 - 2016-10-27, - ,,2016-10-13 - 2019-08-29,2,,,,
643,2013-12-19 - 2016-11-03, - ,,,2013-12-19 - 2016-11-03, - ,,2016-10-20 - 2019-09-05,2,,,,
644,2013-12-26 - 2016-11-10, - ,,,2013-12-26 - 2016-11-10, - ,,2016-10-27 - 2019-09-12,1,,,,
645,2014-01-02 - 2016-11-17, - ,,,2014-01-02 - 2016-11-17, - ,,2016-11-03 - 2019-09-19,1,,,,
646,2014-01-09 - 2016-11-24, - ,,,2014-01-09 - 2016-11-24, - ,,2016-11-10 - 2019-09-26,1,,,,
647,2014-01-16 - 2016-12-01, - ,,,2014-01-16 - 2016-12-01, - ,,2016-11-17 - 2019-10-03,1,,,,
648,2014-01-23 - 2016-12-08, - ,,,2014-01-23 - 2016-12-08, - ,,2016-11-24 - 2019-10-10,2,,,,
649,2014-01-30 - 2016-12-15, - ,,,2014-01-30 - 2016-12-15, - ,,2016-12-01 - 2019-10-17,1,,,,
650,2014-02-06 - 2016-12-22, - ,,,2014-02-06 - 2016-12-22, - ,,2016-12-08 - 2019-10-24,1,,,,
651,2014-02-13 - 2016-12-29, - ,,,2014-02-13 - 2016-12-29, - ,,2016-12-15 - 2019-10-31,1,,,,
652,2014-02-20 - 2017-01-05, - ,,,2014-02-20 - 2017-01-05, - ,,2016-12-22 - 2019-11-07,1,,,,
653,2014-02-27 - 2017-01-12, - ,,,2014-02-27 - 2017-01-12, - ,,2016-12-29 - 2019-11-14,1,,,,
654,2014-03-06 - 2017-01-19, - ,,,2014-03-06 - 2017-01-19, - ,,2017-01-05 - 2019-11-21,1,,,,
655,2014-03-13 - 2017-01-26, - ,,,2014-03-13 - 2017-01-26, - ,,2017-01-12 - 2019-11-28,1,,,,
656,2014-03-20 - 2017-02-02, - ,,,2014-03-20 - 2017-02-02, - ,,2017-01-19 - 2019-12-05,1,,,,
657,2014-03-27 - 2017-02-09, - ,,,2014-03-27 - 2017-02-09, - ,,2017-01-26 - 2019-12-12,1,,,,
658,2014-04-03 - 2017-02-16, - ,,,2014-04-03 - 2017-02-16, - ,,2017-02-02 - 2019-12-19,1,,,,
659,2014-04-10 - 2017-02-23, - ,,,2014-04-10 - 2017-02-23, - ,,2017-02-09 - 2019-12-26,1,,,,
660,2014-04-17 - 2017-03-02, - ,,,2014-04-17 - 2017-03-02, - ,,Grand Total,817,,,,
661,2014-04-24 - 2017-03-09, - ,,,2014-04-24 - 2017-03-09, - ,,,,,,,
662,2014-05-01 - 2017-03-16, - ,,,2014-05-01 - 2017-03-16, - ,,,,,,,
663,2014-05-08 - 2017-03-23,MEX_B_1 - CHN_B_1,,,2014-05-08 - 2017-03-23,MEX_B_1 - CHN_B_1,,,,,,,
664,2014-05-15 - 2017-03-30, - ,,,2014-05-15 - 2017-03-30, - ,,,,,,,
665,2014-05-22 - 2017-04-06, - ,,,2014-05-22 - 2017-04-06, - ,,,,,,,
666,2014-05-29 - 2017-04-13, - ,,,2014-05-29 - 2017-04-13, - ,,,,,,,
667,2014-06-05 - 2017-04-20, - ,,,2014-06-05 - 2017-04-20, - ,,,,,,,
668,2014-06-12 - 2017-04-27, - ,,,2014-06-12 - 2017-04-27, - ,,,,,,,
669,2014-06-19 - 2017-05-04, - ,,,2014-06-19 - 2017-05-04, - ,,,,,,,
670,2014-06-26 - 2017-05-11, - ,,,2014-06-26 - 2017-05-11, - ,,,,,,,
671,2014-07-03 - 2017-05-18, - ,,,2014-07-03 - 2017-05-18, - ,,,,,,,
672,2014-07-10 - 2017-05-25, - ,,,2014-07-10 - 2017-05-25, - ,,,,,,,
673,2014-07-17 - 2017-06-01, - ,,,2014-07-17 - 2017-06-01, - ,,,,,,,
674,2014-07-24 - 2017-06-08, - ,,,2014-07-24 - 2017-06-08, - ,,,,,,,
675,2014-07-31 - 2017-06-15, - ,,,2014-07-31 - 2017-06-15, - ,,,,,,,
676,2014-08-07 - 2017-06-22, - ,,,2014-08-07 - 2017-06-22, - ,,,,,,,
677,2014-08-14 - 2017-06-29, - ,,,2014-08-14 - 2017-06-29, - ,,,,,,,
678,2014-08-21 - 2017-07-06, - ,,,2014-08-21 - 2017-07-06, - ,,,,,,,
679,2014-08-28 - 2017-07-13, - ,,,2014-08-28 - 2017-07-13, - ,,,,,,,
680,2014-09-04 - 2017-07-20, - ,,,2014-09-04 - 2017-07-20, - ,,,,,,,
681,2014-09-11 - 2017-07-27, - ,,,2014-09-11 - 2017-07-27, - ,,,,,,,
682,2014-09-18 - 2017-08-03, - ,,,2014-09-18 - 2017-08-03, - ,,,,,,,
683,2014-09-25 - 2017-08-10, - ,,,2014-09-25 - 2017-08-10, - ,,,,,,,
684,2014-10-02 - 2017-08-17, - ,,,2014-10-02 - 2017-08-17, - ,,,,,,,
685,2014-10-09 - 2017-08-24, - ,,,2014-10-09 - 2017-08-24, - ,,,,,,,
686,2014-10-16 - 2017-08-31, - ,,,2014-10-16 - 2017-08-31, - ,,,,,,,
687,2014-10-23 - 2017-09-07, - ,,,2014-10-23 - 2017-09-07, - ,,,,,,,
688,2014-10-30 - 2017-09-14, - ,,,2014-10-30 - 2017-09-14, - ,,,,,,,
689,2014-11-06 - 2017-09-21, - ,,,2014-11-06 - 2017-09-21, - ,,,,,,,
690,2014-11-13 - 2017-09-28, - ,,,2014-11-13 - 2017-09-28, - ,,,,,,,
691,2014-11-20 - 2017-10-05, - ,,,2014-11-20 - 2017-10-05, - ,,,,,,,
692,2014-11-27 - 2017-10-12, - ,,,2014-11-27 - 2017-10-12, - ,,,,,,,
693,2014-12-04 - 2017-10-19,MEX_B_1 - JPN_B_1,,,2014-12-04 - 2017-10-19,MEX_B_1 - JPN_B_1,,,,,,,
694,2014-12-11 - 2017-10-26,MEX_B_1 - JPN_B_1,,,2014-12-11 - 2017-10-26,MEX_B_1 - JPN_B_1,,,,,,,
695,2014-12-18 - 2017-11-02,MEX_B_1 - JPN_B_1,,,2014-12-18 - 2017-11-02,MEX_B_1 - JPN_B_1,,,,,,,
696,2014-12-25 - 2017-11-09,MEX_B_1 - JPN_B_1,,,2014-12-25 - 2017-11-09,MEX_B_1 - JPN_B_1,,,,,,,
697,2015-01-01 - 2017-11-16,MEX_B_1 - JPN_B_1,,,2015-01-01 - 2017-11-16,MEX_B_1 - JPN_B_1,,,,,,,
698,2015-01-08 - 2017-11-23,MEX_B_1 - JPN_B_1,,,2015-01-08 - 2017-11-23,MEX_B_1 - JPN_B_1,,,,,,,
699,2015-01-15 - 2017-11-30,MEX_B_1 - JPN_B_1,,,2015-01-15 - 2017-11-30,MEX_B_1 - JPN_B_1,,,,,,,
700,2015-01-22 - 2017-12-07, - ,,,2015-01-22 - 2017-12-07, - ,,,,,,,
701,2015-01-29 - 2017-12-14, - ,,,2015-01-29 - 2017-12-14, - ,,,,,,,
702,2015-02-05 - 2017-12-21, - ,,,2015-02-05 - 2017-12-21, - ,,,,,,,
703,2015-02-12 - 2017-12-28, - ,,,2015-02-12 - 2017-12-28, - ,,,,,,,
704,2015-02-19 - 2018-01-04, - ,,,2015-02-19 - 2018-01-04, - ,,,,,,,
705,2015-02-26 - 2018-01-11, - ,,,2015-02-26 - 2018-01-11, - ,,,,,,,
706,2015-03-05 - 2018-01-18, - ,,,2015-03-05 - 2018-01-18, - ,,,,,,,
707,2015-03-12 - 2018-01-25, - ,,,2015-03-12 - 2018-01-25, - ,,,,,,,
708,2015-03-19 - 2018-02-01, - ,,,2015-03-19 - 2018-02-01, - ,,,,,,,
709,2015-03-26 - 2018-02-08, - ,,,2015-03-26 - 2018-02-08, - ,,,,,,,
710,2015-04-02 - 2018-02-15, - ,,,2015-04-02 - 2018-02-15, - ,,,,,,,
711,2015-04-09 - 2018-02-22, - ,,,2015-04-09 - 2018-02-22, - ,,,,,,,
712,2015-04-16 - 2018-03-01, - ,,,2015-04-16 - 2018-03-01, - ,,,,,,,
713,2015-04-23 - 2018-03-08, - ,,,2015-04-23 - 2018-03-08, - ,,,,,,,
714,2015-04-30 - 2018-03-15, - ,,,2015-04-30 - 2018-03-15, - ,,,,,,,
715,2015-05-07 - 2018-03-22, - ,,,2015-05-07 - 2018-03-22, - ,,,,,,,
716,2015-05-14 - 2018-03-29, - ,,,2015-05-14 - 2018-03-29, - ,,,,,,,
717,2015-05-21 - 2018-04-05, - ,,,2015-05-21 - 2018-04-05, - ,,,,,,,
718,2015-05-28 - 2018-04-12, - ,,,2015-05-28 - 2018-04-12, - ,,,,,,,
719,2015-06-04 - 2018-04-19, - ,,,2015-06-04 - 2018-04-19, - ,,,,,,,
720,2015-06-11 - 2018-04-26,MEX_B_1 - JPN_B_1,,,2015-06-11 - 2018-04-26,MEX_B_1 - JPN_B_1,,,,,,,
721,2015-06-18 - 2018-05-03, - ,,,2015-06-18 - 2018-05-03, - ,,,,,,,
722,2015-06-25 - 2018-05-10, - ,,,2015-06-25 - 2018-05-10, - ,,,,,,,
723,2015-07-02 - 2018-05-17, - ,,,2015-07-02 - 2018-05-17, - ,,,,,,,
724,2015-07-09 - 2018-05-24, - ,,,2015-07-09 - 2018-05-24, - ,,,,,,,
725,2015-07-16 - 2018-05-31, - ,,,2015-07-16 - 2018-05-31, - ,,,,,,,
726,2015-07-23 - 2018-06-07, - ,,,2015-07-23 - 2018-06-07, - ,,,,,,,
727,2015-07-30 - 2018-06-14, - ,,,2015-07-30 - 2018-06-14, - ,,,,,,,
728,2015-08-06 - 2018-06-21,MEX_B_1 - JPN_B_1,,,2015-08-06 - 2018-06-21,MEX_B_1 - JPN_B_1,,,,,,,
729,2015-08-13 - 2018-06-28,MEX_B_1 - JPN_B_1,,,2015-08-13 - 2018-06-28,MEX_B_1 - JPN_B_1,,,,,,,
730,2015-08-20 - 2018-07-05,MEX_B_1 - JPN_B_1,,,2015-08-20 - 2018-07-05,MEX_B_1 - JPN_B_1,,,,,,,
731,2015-08-27 - 2018-07-12,MEX_B_1 - JPN_B_1,,,2015-08-27 - 2018-07-12,MEX_B_1 - JPN_B_1,,,,,,,
732,2015-09-03 - 2018-07-19,MEX_B_1 - JPN_B_1,,,2015-09-03 - 2018-07-19,MEX_B_1 - JPN_B_1,,,,,,,
733,2015-09-10 - 2018-07-26,MEX_B_1 - JPN_B_1,,,2015-09-10 - 2018-07-26,MEX_B_1 - JPN_B_1,,,,,,,
